source_code,source_text,target_code,target_text
pt-PT,per,fr,par
pt-PT,Select options,fr,Sélectionnez les options
pt-PT,Total price,fr,Prix ​​total
pt-PT,Add (<span class='item-bunble-selected'></span>) items to cart,fr,Ajouter (<span class='item-bunble-selected'></span>) articles au panier
pt-PT,Add all items to cart,fr,Ajouter tous les articles au panier
pt-PT,This item,fr,Cet article
pt-PT,In stock,fr,En stock
pt-PT,Low stock,fr,Stock faible
pt-PT,left,fr,gauche
pt-PT,Low stock {{ quantity }} left,fr,Stock faible restant {{ quantity }}
pt-PT,Out of stock,fr,En rupture de stock
pt-PT,Product link,fr,Lien produit
pt-PT,Name,fr,Nom
pt-PT,Email,fr,E-mail
pt-PT,Phone number,fr,Numéro de téléphone
pt-PT,Question,fr,Question
pt-PT,Submit question successfully,fr,Soumettre la question avec succès
pt-PT,Submit question failed,fr,Échec de la soumission de la question
pt-PT,Submit,fr,Soumettre
pt-PT,"Taxes, discounts and <a href=""{{ link }}"">shipping</a> calculated at checkout",fr,"Taxes, réductions et <a href=""{{ link }}"">expédition</a> calculés au moment du paiement"
pt-PT,Tax included and shipping and discounts calculated at checkout,fr,Taxes incluses et frais d'expédition et réductions calculés à la caisse
pt-PT,"Tax included. <a href=""{{ link }}"">shipping</a> and discounts calculated at checkout.",fr,"Taxe incluse. <a href=""{{ link }}"">frais de port</a> et remises calculés au moment du paiement."
pt-PT,"Taxes, discounts and shipping calculated at checkout",fr,"Taxes, réductions et frais d'expédition calculés à la caisse"
pt-PT,Save,fr,Sauvegarder
pt-PT,Cancel,fr,Annuler
pt-PT,Note field is required,fr,Le champ de note est obligatoire
pt-PT,"An error occurred, please check the information and resubmit",fr,"Une erreur s'est produite, veuillez vérifier les informations et soumettre à nouveau"
pt-PT,Product,fr,Produit
pt-PT,Quantity,fr,Quantité
pt-PT,Total,fr,Total
pt-PT,Your cart is empty,fr,Votre panier est vide
pt-PT,Your cart is currently empty. Discover exciting products on our Shop page,fr,Votre panier est actuellement vide. Découvrez des produits passionnants sur notre page Boutique
pt-PT,Back to shopping,fr,Retour aux achats
pt-PT,Your cart is empty,fr,Votre panier est vide
pt-PT,Your cart,fr,Votre carte
pt-PT,Continue shopping,fr,Continuez vos achats
pt-PT,Your cart is currently empty. Discover exciting products on our Shop page,fr,Votre panier est actuellement vide. Découvrez des produits passionnants sur notre page Boutique
pt-PT,Have an account?,fr,Vous avez un compte ?
pt-PT,"<a href=""{{ link }}"" class=""link underlined-link"">Log in</a> to check out faster.",fr,"<a href=""{{ link }}"" class=""link underlined-link"">Connectez-vous</a> pour payer plus rapidement."
pt-PT,Decrease quantity for,fr,Diminuer la quantité pour
pt-PT,Increase quantity for,fr,Augmenter la quantité pour
pt-PT,Quantity for,fr,Quantité pour
pt-PT,Regular price,fr,Prix ​​régulier
pt-PT,Sale price,fr,Prix ​​de vente
pt-PT,Sale price,fr,Prix ​​de vente
pt-PT,Add order note,fr,Ajouter un bon de commande
pt-PT,Estimated total,fr,Total estimé
pt-PT,Estimate shipping,fr,Estimation de l'expédition
pt-PT,"Taxes, discounts and shipping calculated at checkout",fr,"Taxes, réductions et frais d'expédition calculés à la caisse"
pt-PT,Remove {{ title }},fr,Supprimer {{ title }}
pt-PT,Estimate Shipping,fr,Estimation de l'expédition
pt-PT,Country,fr,Pays
pt-PT,Choose Country,fr,Choisir un pays
pt-PT,Province,fr,Province
pt-PT,Choose Province,fr,Choisir une province
pt-PT,Enter a ZIP code,fr,Entrez le code postal
pt-PT,Estimate,fr,Estimation
pt-PT,We found several shipping rates available for your address:,fr,Nous avons trouvé plusieurs tarifs d'expédition disponibles pour votre adresse :
pt-PT,There are several shipping rates for your address:,fr,Il existe plusieurs tarifs d'expédition pour votre adresse :
pt-PT,There are no shipping rates for your address.,fr,Il n'y a pas de tarifs d'expédition pour votre adresse.
pt-PT,There are some errors:,fr,Il y a quelques erreurs :
pt-PT,FREE,fr,GRATUIT
pt-PT,Dashboard,fr,Tableau de bord
pt-PT,Address,fr,Adresse
pt-PT,Wishlist,fr,Liste de souhaits
pt-PT,Compare,fr,Comparer
pt-PT,Log out,fr,Se déconnecter
pt-PT,Order history,fr,Historique des commandes
pt-PT,Order,fr,Commande
pt-PT,Date,fr,Date
pt-PT,Payment status,fr,Statut de paiement
pt-PT,Fulfillment status,fr,Statut d'exécution
pt-PT,Total,fr,Total
pt-PT,Account details,fr,Détails du compte
pt-PT,default address,fr,adresse par défaut
pt-PT,Cancel,fr,Annuler
pt-PT,Sign up,fr,S'inscrire
pt-PT,Email,fr,E-mail
pt-PT,Forgot your password?,fr,Vous avez oublié votre mot de passe ?
pt-PT,Continue,fr,Continuer
pt-PT,Continue as a guest,fr,Continuer en tant qu'invité
pt-PT,Password,fr,Mot de passe
pt-PT,Login,fr,Se connecter
pt-PT,Sign in,fr,Se connecter
pt-PT,Submit,fr,Soumettre
pt-PT,Order {{ name }},fr,Commande {{ name }}
pt-PT,Placed on {{ date }},fr,Placé le {{ date }}
pt-PT,Order Cancelled on {{ date }},fr,Commande annulée le {{ date }}
pt-PT,Reason: {{ reason }},fr,Raison : {{ reason }}
pt-PT,Billing Address,fr,adresse de facturation
pt-PT,Payment Status,fr,Statut du paiement
pt-PT,Shipping Address,fr,adresse de livraison
pt-PT,Fulfillment Status,fr,Statut d'exécution
pt-PT,Discount,fr,Rabais
pt-PT,Shipping,fr,Expédition
pt-PT,Tax,fr,Impôt
pt-PT,Product,fr,Produit
pt-PT,SKU,fr,UGS
pt-PT,Price,fr,Prix
pt-PT,Quantity,fr,Quantité
pt-PT,Total,fr,Total
pt-PT,Refunded,fr,Remboursé
pt-PT,Fulfilled {{ date }},fr,Réalisé le {{ date }}
pt-PT,Track shipment,fr,Suivre l'expédition
pt-PT,Tracking link,fr,Lien de suivi
pt-PT,Carrier,fr,Transporteur
pt-PT,Tracking number,fr,Numéro de suivi
pt-PT,Subtotal,fr,Total
pt-PT,Duties,fr,Devoirs
pt-PT,Your address,fr,Votre adresse
pt-PT,Your addresses,fr,Vos adresses
pt-PT,default adderss,fr,additionneurs par défaut
pt-PT,Add a new address,fr,Ajouter une nouvelle adresse
pt-PT,Edit address,fr,Modifier l'adresse
pt-PT,First name,fr,Prénom
pt-PT,Last name,fr,Nom de famille
pt-PT,Company,fr,Entreprise
pt-PT,Address 1,fr,Adresse 1
pt-PT,Address 2,fr,Adresse 2
pt-PT,City,fr,Ville
pt-PT,Country/region,fr,Pays/région
pt-PT,Province,fr,Province
pt-PT,Postal/ZIP code,fr,Code postal/ZIP
pt-PT,Phone,fr,Téléphone
pt-PT,Set as default address,fr,Définir comme adresse par défaut
pt-PT,Add address,fr,Ajouter une adresse
pt-PT,Update address,fr,Mettre à jour l'adresse
pt-PT,Cancel,fr,Annuler
pt-PT,Edit,fr,Modifier
pt-PT,Delete,fr,Supprimer
pt-PT,Are you sure you wish to delete this address?,fr,Êtes-vous sûr de vouloir supprimer cette adresse ?
pt-PT,Error,fr,Erreur
pt-PT,Wrong password!,fr,Mauvais mot de passe !
pt-PT,Enter using password,fr,Entrez en utilisant le mot de passe
pt-PT,Close,fr,Fermer
pt-PT,Enter store using password:,fr,Entrez dans le magasin en utilisant le mot de passe :
pt-PT,Your password,fr,Votre mot de passe
pt-PT,Enter,fr,Entrer
pt-PT,"<span>Are you the store owner?</span> <a href=""/admin"" class=""link underlined-link"">Log in here</a>",fr,"<span>Êtes-vous le propriétaire du magasin ?</span> <a href=""/admin"" class=""link underlined-link"">Connectez-vous ici</a>"
pt-PT,Notify me,fr,Prévenez-moi
pt-PT,Add wishlist,fr,Ajouter une liste de souhaits
pt-PT,Remove from wishlist,fr,Supprimer de la liste de souhaits
pt-PT,Visit wishlist page,fr,Visitez la page de liste de souhaits
pt-PT,Add compare,fr,Ajouter comparer
pt-PT,Remove from compare,fr,Supprimer de la comparaison
pt-PT,Visit compare page,fr,Visitez la page de comparaison
pt-PT,Page not found,fr,Page introuvable
pt-PT,Captcha,fr,Captcha
pt-PT,Cart,fr,Carte
pt-PT,List collections,fr,Liste des collections
pt-PT,Account,fr,Compte
pt-PT,Active accout,fr,Compte actif
pt-PT,Address,fr,Adresse
pt-PT,Login,fr,Se connecter
pt-PT,Order,fr,Commande
pt-PT,Register,fr,Registre
pt-PT,Reset password,fr,Réinitialiser le mot de passe
pt-PT,Gift card,fr,Carte cadeau
pt-PT,Metaobject,fr,Métaobjet
pt-PT,Password,fr,Mot de passe
pt-PT,Policy,fr,Politique
pt-PT,Search,fr,Recherche
pt-PT,Wishlist is empty,fr,La liste de souhaits est vide
pt-PT,No items in your wishlist yet. Discover exciting products on our Shop page,fr,Aucun article dans votre liste de souhaits pour le moment. Découvrez des produits passionnants sur notre page Boutique
pt-PT,Compare is empty,fr,Le comparateur est vide
pt-PT,Quick add,fr,Ajout rapide
pt-PT,No items in your compare yet. Discover exciting products on our Shop page,fr,Aucun article dans votre comparaison pour l'instant. Découvrez des produits passionnants sur notre page Boutique
pt-PT,View all,fr,Voir tout
pt-PT,Load more,fr,Charger plus
pt-PT,READ MORE,fr,EN SAVOIR PLUS
pt-PT,Copy link,fr,Copier le lien
pt-PT,Copied,fr,Copié
pt-PT,Facebook,fr,Facebook
pt-PT,Twitter,fr,Gazouillement
pt-PT,Pinterest,fr,Pinterest
pt-PT,Tumblr,fr,Tumblr
pt-PT,{{ field }} is required,fr,{{ field }} est obligatoire
pt-PT,{{ field }} is invalid,fr,{{ field }} n'est pas valide
pt-PT,is required,fr,est requis
pt-PT,is invalid,fr,n'est pas valide
pt-PT,"An error occurred, please check the information and resubmit.",fr,"Une erreur s'est produite, veuillez vérifier les informations et soumettre à nouveau."
pt-PT,Thanks for contacting us. We'll get back to you as soon as possible.,fr,Merci de nous avoir contactés. Nous vous répondrons dans les plus brefs délais.
pt-PT,Subscribe failed,fr,Échec de l'abonnement
pt-PT,Subscribe successes,fr,Abonnez-vous aux succès
pt-PT,Your name,fr,Votre nom
pt-PT,Your email,fr,Votre email
pt-PT,Your phone,fr,Votre téléphone
pt-PT,Your message,fr,Votre message
pt-PT,Example product title,fr,Exemple de titre de produit
pt-PT,Add to cart,fr,Ajouter au panier
pt-PT,Cart added!,fr,Panier ajouté !
pt-PT,Add cart failed,fr,L'ajout de la carte a échoué
pt-PT,Sold out,fr,Épuisé
pt-PT,Save {{ price }},fr,Économisez {{ price }}
pt-PT,No products,fr,Aucun produit
pt-PT,From {{ price }},fr,À partir de {{ price }}
pt-PT,Unit price,fr,Prix ​​unitaire
pt-PT,per,fr,par
pt-PT,Unavailable,fr,Indisponible
pt-PT,{{ option_value }} - Unavailable,fr,{{ option_value }} – Indisponible
pt-PT,Zero,fr,Zéro
pt-PT,{{ count }} review,fr,{{ count }} avis
pt-PT,{{ count }} reviews,fr,{{ count }} avis
pt-PT,Quantity,fr,Quantité
pt-PT,Quantity Input,fr,Entrée de quantité
pt-PT,SKU,fr,UGS
pt-PT,In stock,fr,En stock
pt-PT,{{ quantity }} in stock,fr,{{ quantity }} en stock
pt-PT,Low stock,fr,Stock faible
pt-PT,Low stock: {{ quantity }} left,fr,Stock faible : il reste {{ quantity }}
pt-PT,Out of stock,fr,En rupture de stock
pt-PT,In stock,fr,En stock
pt-PT,Please adjust the following:,fr,Veuillez ajuster les éléments suivants :
pt-PT,I want to send this as a gift,fr,Je veux l'envoyer en cadeau
pt-PT,Gift card recipient form expanded,fr,Formulaire de destinataire de carte-cadeau élargi
pt-PT,Gift card recipient form collapsed,fr,Le formulaire du destinataire de la carte-cadeau s'est replié
pt-PT,Recipient email,fr,destinataire de l'e-mail
pt-PT,Recipient email (optional),fr,E-mail du destinataire (facultatif)
pt-PT,Email,fr,E-mail
pt-PT,Recipient name (optional),fr,Nom du destinataire (facultatif)
pt-PT,Name,fr,Nom
pt-PT,Message (optional),fr,Message (facultatif)
pt-PT,Message,fr,Message
pt-PT,{{ max_chars }} characters max,fr,{{ max_chars }} caractères maximum
pt-PT,YYYY-MM-DD,fr,AAAA-MM-JJ
pt-PT,Send on (optional),fr,Envoyer (facultatif)
pt-PT,All rights reserved.,fr,Tous droits réservés.
pt-PT,Welcome to our store,fr,Bienvenue dans notre magasin
pt-PT,https://facebook.com/betterwithalmonds,fr,https://facebook.com/betterwithalmonds
pt-PT,https://instagram.com/betterwithalmonds,fr,https://instagram.com/betterwithalmonds
pt-PT,https://youtube.com/betterwithalmonds,fr,https://youtube.com/betterwithalmonds
pt-PT,"<p>Utilizamos cookies para melhorar a sua experiência no nosso site. Ao continuar navegando, você concorda com o uso de cookies. <a href=""/policies/privacy-policy"" target=""_blank"" title=""Privacy Policy"">Política de privacidade.</a></p>",fr,"<p>Nous utilisons des cookies pour améliorer votre expérience sur notre site Web. En poursuivant votre navigation, vous acceptez l'utilisation de cookies. <a href=""/policies/privacy-policy"" target=""_blank"" title=""Politique de confidentialité"">Politique de confidentialité.</a></p>"
pt-PT,30,fr,30
pt-PT,Portugal,fr,Portugal
pt-PT,Winter Fairy by Sheeran,fr,« Fée d'hiver » par Sheeran
pt-PT,"Perfect for hours of family fun, it’s a gift he’ll never forget.",fr,"Parfait pour des heures de plaisir en famille, c'est un cadeau qu'il n'oubliera jamais."
pt-PT,Add to cart - $28.50,fr,"Ajouter au panier - 28,50 $"
pt-PT,Red Liquids by Huston,fr,Liquides rouges de Huston
pt-PT,Add descriptive text for your slide here.,fr,Ajoutez ici un texte descriptif pour votre diapositive.
pt-PT,Add to cart - $12.20,fr,"Ajouter au panier - 12,20 $"
pt-PT,Triangles by Kulpreet,fr,Triangles par Kulpreet
pt-PT,Add descriptive text for your slide here.,fr,Ajoutez ici un texte descriptif pour votre diapositive.
pt-PT,Add to cart - $18.00,fr,"Ajouter au panier - 18,00 $"
pt-PT,Beautiful Books At Affordable Prices & An Unforgettable Experience,fr,De beaux livres à des prix abordables et une expérience inoubliable
pt-PT,<p>The only place you can afford to get lost is inside a book.</p>,fr,<p>Le seul endroit où vous pouvez vous permettre de vous perdre est dans un livre.</p>
pt-PT,"<p>A few years ago, Bainbridge set off on a road trip across America to interview bartenders, drink experts and chefs and to discover unusual and delicious alcohol-free mixed beverages.</p>",fr,"<p>Il y a quelques années, Bainbridge a entrepris un road trip à travers l'Amérique pour interviewer des barmans, des experts en boissons et des chefs et découvrir des boissons mixtes sans alcool inhabituelles et délicieuses.</p>"
pt-PT,<p>RECYCLED PAPERS</p>,fr,<p>PAPIERS RECYCLÉS</p>
pt-PT,<p>SHIP WORLDWIDE</p>,fr,<p>EXPÉDITION DANS LE MONDE ENTIER</p>
pt-PT,<p>ADD GIFT WRAP</p>,fr,<p>AJOUTER UN EMBALLAGE CADEAU</p>
pt-PT,<p>PERSONALIZED BOOKS</p>,fr,<p>LIVRES PERSONNALISÉS</p>
pt-PT,Night Light,fr,Veilleuse
pt-PT,"<p>Chatting and joking around outside her apartment building, they lost track of time. The next thing she knew, it was too late. Too late to get home unnoticed. Too late to avoid being told off by her parents. So she formed a plan, although you could hardly call it that, to leave everything behind—her family, her home and life as she’d known it in a housing project on the outskirts of Lyon.1</p>",fr,"<p>En discutant et en plaisantant devant son immeuble, ils ont perdu la notion du temps. La prochaine chose qu'elle savait, c'était qu'il était trop tard. Trop tard pour rentrer à la maison inaperçu. Trop tard pour éviter de se faire gronder par ses parents. Elle a donc élaboré un projet, même si on peut difficilement appeler cela ainsi, de tout abandonner derrière elle : sa famille, sa maison et la vie telle qu'elle l'avait connue dans une cité de la banlieue lyonnaise.1</p>"
pt-PT,Add to cart - $34.30,fr,"Ajouter au panier - 34,30 $"
pt-PT,"<p>“Why did you do all this for me?’ he asked. ‘I don’t deserve it. I’ve never done anything for you.’ ‘You have been my friend,’ replied Charlotte. ‘That in itself is a tremendous thing.”</p>",fr,"<p>« Pourquoi as-tu fait tout ça pour moi ? » a-t-il demandé. «Je ne le mérite pas. Je n'ai jamais rien fait pour toi. """" Tu as été mon amie "", répondit Charlotte. ""C'est en soi une chose formidable.""</p>"
pt-PT,Review author,fr,Auteur de la critique
pt-PT,"<p>“From that time on, the world was hers for the reading. She would never be lonely again, never miss the lack of intimate friends. Books became her friends and there was one for every mood.”</p>",fr,"<p>« À partir de ce moment-là, le monde lui appartenait pour la lecture. Elle ne se sentirait plus jamais seule, ne manquerait jamais le manque d'amis intimes. Les livres sont devenus ses amis et il y en avait un pour chaque humeur. »</p>"
pt-PT,Review author,fr,Auteur de la critique
pt-PT,"<p>“The same substance composes us — the tree overhead, the stone beneath us, the bird, the beast, the star — we are all one, all moving to the same end.”</p>",fr,"<p>« La même substance nous compose : l'arbre au-dessus de nous, la pierre au-dessous de nous, l'oiseau, la bête, l'étoile - nous sommes tous un, tous avançant vers le même but. »</p>"
pt-PT,Review author,fr,Auteur de la critique
pt-PT,From The Blog,fr,Du blog
pt-PT,<p>Add a short description on your brand news</p>,fr,<p>Ajoutez une brève description sur l'actualité de votre marque</p>
pt-PT,Signup for Our Newsletter,fr,Inscrivez-vous à notre newsletter
pt-PT,<p>Invite customers to join your mailing list.</p>,fr,<p>Invitez les clients à rejoindre votre liste de diffusion.</p>
pt-PT,"<p>Discover our <em>Summer Collection</em>, designed by Kimmy Guletta. </p>",fr,"<p>Découvrez notre <em>Collection été</em>, conçue par Kimmy Guletta. </p>"
pt-PT,SHOP NOW,fr,ACHETEZ MAINTENANT
pt-PT,Independent Styles,fr,Styles indépendants
pt-PT,"<p>I did not even know that there were any better conditions to escape to, but I was more than willing to take my chances among people fashioned after my own mold rather than to remain longer among the hideous and bloodthirsty green men of Mars.</p>",fr,"<p>Je ne savais même pas qu'il existait de meilleures conditions pour m'échapper, mais j'étais plus que disposé à tenter ma chance parmi des gens façonnés selon mon propre moule plutôt que de rester plus longtemps parmi les hommes verts hideux et assoiffés de sang de Mars.</p>"
pt-PT,LEARN MORE,fr,APPRENDRE ENCORE PLUS
pt-PT,Featured Products,fr,Produits en vedette
pt-PT,Premium Life Products,fr,Produits d'assurance-vie haut de gamme
pt-PT,"<p>I did not even know that there were any better conditions to escape to, but I was more than willing to take my chances among people.</p>",fr,"<p>Je ne savais même pas qu'il existait de meilleures conditions pour m'échapper, mais j'étais plus que disposé à tenter ma chance parmi les gens.</p>"
pt-PT,Latest News,fr,Dernières nouvelles
pt-PT,<p>Get the <em>latest fashion and beauty trends news.</em></p>,fr,<p>Recevez les <em>dernières actualités en matière de mode et de beauté.</em></p>
pt-PT,SHOP NOW,fr,ACHETEZ MAINTENANT
pt-PT,<p>“Quick and easy service from North. Would recommend this company to everyone looking for a premium products at a good price.”</p>,fr,<p>« Service rapide et facile du Nord. Je recommanderais cette entreprise à tous ceux qui recherchent des produits haut de gamme à un bon prix. »</p>
pt-PT,"<p>“An exceptional theme, strong structural quality and the ability to create anything your imagination can dream of!”</p>",fr,"<p>« Un thème exceptionnel, une forte qualité structurelle et la capacité de créer tout ce dont votre imagination peut rêver ! »</p>"
pt-PT,Ralph Lauren,fr,Ralph Lauren
pt-PT,<p>“This is the best theme I have ever buyed with great support! They help me in a very short time every time I asked.”</p>,fr,"<p>« C'est le meilleur thème que j'ai jamais acheté, avec un excellent support ! Ils m'aident dans un délai très court à chaque fois que je le demande. »</p>"
pt-PT,Guess,fr,Deviner
pt-PT,Conhece,fr,Savez-vous
pt-PT,Compra,fr,Acheter
pt-PT,Conhece,fr,Savez-vous
pt-PT,Compra,fr,Acheter
pt-PT,Conhece,fr,Savez-vous
pt-PT,Compra,fr,Acheter
pt-PT,PRODUTOS,fr,PRODUITS
pt-PT,COMPRA AQUI,fr,ACHETER ICI
pt-PT,Tudo fica melhor com amêndoas,fr,Tout est meilleur avec les amandes
pt-PT,<p></p><p>A<strong> Better With</strong> é fruto da ideia de que a vida tem muito mais sabor em boa companhia. Gostamos de procurar o extraordinário no comum e de misturar o óbvio com o inesperado. Acreditamos que a magia que acontece nesses encontros é o sal e a pimenta do dia-a-dia. <br/></p>,fr,<p></p><p><strong>Better With</strong> est le résultat de l'idée selon laquelle la vie a bien plus de saveur en bonne compagnie. Nous aimons chercher l’extraordinaire dans l’ordinaire et mélanger l’évidence avec l’inattendu. Nous pensons que la magie qui opère lors de ces rencontres est le sel et le poivre du quotidien. <br/></p>
pt-PT,Sabores,fr,Saveurs
pt-PT,<p>Descobre aqui todos os nossos sabores e os seus ingredientes e informações nutricionais. </p>,fr,"<p>Découvrez toutes nos saveurs, leurs ingrédients et informations nutritionnelles ici. </p>"
pt-PT,Conhece os sabores,fr,Connaître les saveurs
pt-PT,As nossas Boxes,fr,Nos coffrets
pt-PT,"<p>As nossas boxes Better With são a escolha perfeita para quem procura lanches saudáveis e deliciosos. Disponíveis tanto para compra única como por subscrição mensal, oferecem uma seleção variada de amêndoas premium com sabores únicos e irresistíveis.</p>",fr,"<p>Nos boîtes Better With sont le choix idéal pour ceux qui recherchent des collations saines et délicieuses. Disponibles en achat unique ou en abonnement mensuel, ils proposent une sélection variée d'amandes haut de gamme aux saveurs uniques et irrésistibles.</p>"
pt-PT,LITTLE FÃ,fr,PETIT VENTILATEUR
pt-PT,A subscrição perfeita para começar.,fr,L'abonnement parfait pour débuter.
pt-PT,7 Sabores de 140g     ,fr,7 saveurs de 140g     
pt-PT,4 Sabores de 30g,fr,4 saveurs de 30g
pt-PT,Recebe Mensalmente,fr,Recevoir mensuellement
pt-PT,10% Desconto,fr,10% de réduction
pt-PT,Cancela quando quiseres,fr,Annulez quand vous le souhaitez
pt-PT,Portes Grátis em todas as subscrições,fr,Livraison gratuite sur tous les abonnements
pt-PT,Subscrever,fr,S'abonner
pt-PT,ALMOND LOVER,fr,AMATEUR D'AMANDES
pt-PT,A subscrição para os que sabem como é delicioso.,fr,Un abonnement pour ceux qui savent à quel point c'est délicieux.
pt-PT, 10 Sabores de 140g,fr, 10 saveurs de 140g
pt-PT,6 Sabores de 30g,fr,6 saveurs de 30g
pt-PT,Recebe Mensalmente ,fr,Recevoir mensuellement 
pt-PT,10% Desconto,fr,10% de réduction
